# This file is part of survey2gis (http://www.survey-tools.org).
#
# It contains sample survey data fit for processing in mode "Min" (see manual).
# Try this with the parser description in "parser_desc_min.txt".
#
# Last edited: 2014-09-29
#     
     66 Limits of excavation area
     67 1_GR_W_0 @ X 3513037.664 Y 5279881.392 Z 399.563
     68 3513037.116 5279880.877 399.590
     69 3513036.611 5279880.344 399.593
     70 3513036.214 5279879.869 399.639
     71 3513035.663 5279879.265 399.715
     72 3513035.147 5279878.675 399.770
     73 3513034.717 5279878.169 399.813
     74 3513034.174 5279877.523 399.897
     75 3513033.490 5279876.879 399.911
     76 3513032.705 5279875.835 399.982
     77 3513033.243 5279875.375 399.962
     78 3513033.738 5279874.939 399.919
     79 3513034.406 5279874.447 399.905
     80 3513035.053 5279873.992 399.899
     81 3513035.553 5279873.583 399.834
     82 3513036.226 5279872.996 399.846
     83 3513036.817 5279872.447 399.835
     84 3513037.278 5279872.093 399.825
     85 3513037.726 5279871.672 399.777
     86 3513038.068 5279871.883 399.876
     87 3513038.362 5279872.159 399.873
     88 3513038.754 5279871.749 399.880
     89 3513038.982 5279871.438 399.855
     70 3513039.363 5279870.842 399.724
     81 3513039.859 5279870.348 399.711
     82 3513040.343 5279869.878 399.691
     83 3513040.759 5279869.346 399.728
     84 3513041.408 5279868.831 399.743
     85 3513042.024 5279868.327 399.722
     86 3513042.684 5279867.770 399.746
     87 3513043.335 5279868.248 399.782
     88 3513043.833 5279868.804 399.762
     89 3513044.417 5279869.394 399.751
     90 3513045.038 5279869.923 399.752
     91 3513045.268 5279870.194 399.707
     92 3513045.267 5279870.194 399.706
     93 3513046.913 5279871.749 399.692
     94 3513047.409 5279872.148 399.729
     95 3513047.865 5279872.575 399.701
     96 3513048.353 5279873.018 399.666
     97 3513048.880 5279873.468 399.639
     98 3513049.411 5279873.950 399.628
     99 3513049.828 5279874.320 399.555
    100 3513050.283 5279874.631 399.467
    101 3513050.739 5279874.991 399.310
    102 3513051.238 5279875.446 399.309
    103 3513051.633 5279875.739 399.316
    104 3513051.628 5279875.720 399.342
    105 3513051.934 5279876.219 399.398
    106 3513051.273 5279877.028 399.355
    107 3513050.599 5279877.817 399.351
    108 3513049.867 5279878.390 399.340
    109 3513049.249 5279879.032 399.378
    110 3513048.738 5279879.679 399.399
    111 3513047.939 5279880.378 399.299
    112 3513047.392 5279880.966 399.401
    113 3513047.042 5279881.496 399.403
    114 3513047.115 5279882.057 399.436
    115 3513046.508 5279882.758 399.478
    116 3513045.959 5279883.306 399.422
    117 3513045.394 5279883.822 399.450
    118 3513044.888 5279884.390 399.514
    119 3513044.319 5279884.991 399.458
    120 3513043.579 5279885.748 399.518
    121 3513042.662 5279885.042 399.469
    122 3513042.072 5279884.256 399.417
    123 3513041.415 5279883.414 399.351
    124 3513040.628 5279882.480 399.402
    125 3513039.513 5279882.141 399.419
    126 3513038.735 5279882.741 399.469
    127 3513037.967 5279881.956 399.549
    128 3513037.972 5279881.957 399.549
      0 Closed rounded object (polygon) without feature ID
      1 1_LO_W_0 @ X 3513041.874 Y 5279875.482 Z 399.025
      2 3513042.243 5279875.815 399.107
      3 3513042.419 5279875.848 399.095
      4 3513042.537 5279875.745 399.059
      5 3513042.603 5279875.604 399.084
      6 3513042.429 5279875.453 399.073
      7 3513042.460 5279875.407 399.052
      8 3513042.646 5279875.154 399.092
      9 3513042.576 5279874.960 399.084
     10 3513042.375 5279874.889 399.090
     11 3513042.072 5279875.029 399.111
     12 3513041.848 5279875.302 399.104
     13 3513041.948 5279875.302 399.144     
     14 Closed rounded object (polygon) with feature ID
     15 1_LO_W_100 @ X 3513042.399 Y 5279876.155 Z 399.074
     16 3513042.486 5279876.347 399.103
     17 3513042.677 5279876.461 399.097
     18 3513042.864 5279876.378 399.075
     19 3513042.951 5279876.125 399.078
     20 3513042.792 5279875.903 399.096
     21 3513042.507 5279875.932 399.083
     22 3513042.507 5279875.932 399.083
     23 Closed object (polygon) with straight edges and no feature ID
     23 1_LI_W_0 @ X 3513040.331 Y 5279874.003 Z 399.133
     24 3513040.977 5279873.387 399.114
     25 3513040.295 5279872.851 399.127
     26 3513039.744 5279873.498 399.129
     27 3513040.226 5279873.925 399.157
     28 3513040.226 5279873.925 399.157
     29 Closed object (polygon) with straight edges and feature ID
     30 1_LI_W_101 @ X 3513039.406 Y 5279877.606 Z 399.176
     31 3513039.779 5279877.602 399.186
     32 3513039.860 5279877.549 399.187
     33 3513039.876 5279877.359 399.188
     34 3513039.718 5279877.214 399.180
     35 3513039.499 5279877.239 399.179
     36 3513039.358 5279877.373 399.191
     37 3513039.357 5279877.534 399.195
     38 3513039.357 5279877.534 399.195
     39 Closed uncertain object (polygon) with no feature ID
     40 1_US_W_0 @ X 3513037.318 Y 5279878.713 Z 399.196
     41 3513037.397 5279878.748 399.217
     42 3513037.474 5279878.738 399.213
     43 3513037.504 5279878.671 399.204
     44 3513037.356 5279878.467 399.205
     45 3513037.198 5279878.428 399.205
     46 3513037.170 5279878.401 399.195
     47 3513037.118 5279878.419 399.192
     48 3513037.118 5279878.569 399.203
     49 3513037.157 5279878.616 399.208
     50 3513037.275 5279878.680 399.211
     51 3513037.277 5279878.679 399.211
     52 Closed uncertain object (polygon) with feature ID
     53 1_US_W_102 @ X 3513046.001 Y 5279872.930 Z 399.085
     54 3513046.211 5279872.947 399.087
     55 3513046.276 5279872.928 399.078
     56 3513046.395 5279872.761 399.086
     57 3513046.372 5279872.698 399.077
     58 3513046.332 5279872.675 399.085
     59 3513046.250 5279872.711 399.087
     60 3513046.195 5279872.714 399.074
     61 3513046.126 5279872.660 399.079
     62 3513046.057 5279872.687 399.086
     63 3513045.912 5279872.838 399.086
     64 3513045.914 5279872.894 399.087
     65 3513045.914 5279872.896 399.087
     00 SNAPPING TESTS 1
     01 1_US_W_103 @ X 3513042.184 Y 5279875.820 Z 399.085
     02 3513041.849 5279875.496 399.086
     03 3513041.818 5279875.301 399.086
     04 3513041.564 5279875.350 399.086
     05 3513041.355 5279875.698 400.000
     06 3513041.613 5279875.858 401.000
     07 3513042.327 5279875.956 400.000
     08 3513042.184 5279875.827 399.087
     00 SNAPPING TESTS 2
     01 1_US_W_105 @ X 3513042.034 Y 5279875.036 Z 399.085
     02 3513042.076 5279875.008 399.086
     03 3513042.375 5279874.889 399.086
     04 3513042.417 5279874.778 399.086
     05 3513042.282 5279874.674 400.000
     06 3513042.079 5279874.656 401.000
     07 3513041.769 5279874.844 400.000
     08 3513041.923 5279875.022 400.000
     09 3513042.034 5279875.036 399.087
     00 SNAPPING TESTS 3
     01 1_US_W_107 @ X 3513042.853 Y 5279875.715 Z 399.085
     02 3513043.052 5279875.621 399.086
     03 3513043.017 5279875.276 399.086
     04 3513042.668 5279875.172 399.086
     05 3513042.511 5279875.395 400.000
     06 3513042.466 5279875.398 401.000
     07 3513042.466 5279875.444 400.000
     08 3513042.456 5279875.458 400.000
     09 3513042.853 5279875.715 399.087     
    129 LINES
    130 Rounded open object (line) without feature ID
    172 1_LO_W_0 $ X 3513046.090 Y 5279881.499 Z 398.669
    173 3513046.058 5279881.801 398.668
    174 3513045.910 5279881.899 398.669
    175 3513045.831 5279882.051 398.660
    176 3513045.917 5279882.293 398.654
    177 3513045.621 5279882.576 398.664
    178 3513045.479 5279882.565 398.663
    179 3513045.168 5279882.804 398.682
    180 3513045.097 5279882.929 398.686
    181 3513045.143 5279883.302 398.688
    182 3513044.955 5279883.533 398.691
    183 3513044.540 5279883.748 398.690
    184 3513044.505 5279883.893 398.691
    185 3513044.191 5279884.054 398.679
    186 3513044.140 5279884.157 398.689
    187 3513044.293 5279884.413 398.694
    188 3513044.299 5279884.645 398.738
    189 3513044.297 5279884.645 398.737
    190 Rounded open object (line) with feature ID
    191 1_LO_W_103 $ X 3513046.847 Y 5279881.819 Z 399.261
